                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2015 University of Southern California                    

                              SLOC COUNT RESULTS FOR ALL SOURCE FILES                              
                               Generated by UCC v.2015.12 on 3 7 2017                               
UCC -nocomplex -nolinks -nodup -ascii -unified -outdir /home/cs578user/Desktop/ArchRecOut/chukwa_me/chukwa-0._RELAX_java_2017-03-07_17_53_45_298/chukwa-0.4.0.UCC -dir /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0

                               RESULTS FOR ALL NON-WEB LANGUAGE FILES                               

   Total   Blank |      Comments    | Compiler  Data   Exec.  | Logical Physical | File  Module
   Lines   Lines |   Whole Embedded | Direct.   Decl.  Instr. |   SLOC    SLOC   | Type  Name
-----------------+------------------+-------------------------+------------------+---------------------------
      71       0 |      17        0 |       0      22 |       0       0 |       0       2 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1      24 |       0       0 |       0       0 |       0       0 |      22       0       2        0       0       0       0       0       0      25       0          0        0 |      49 |       54 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/time_frame.jsp
     143       8 |      26        1 |       0      24 |       0       0 |       0      13 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       7      53 |       0       0 |       0       0 |       0       0 |      24       0      13        0       0       0       0       0       0      60       0          0        0 |      97 |      109 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/time_range.jsp
      22       1 |      17        0 |       0       1 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       3 |       0       0 |       0       0 |       0       0 |       1       0       0        0       0       0       0       0       0       3       0          0        0 |       4 |        4 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/event_wrapper.jsp
     128       1 |      28        0 |       0      29 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       4      49 |       0       0 |       0       0 |       0       0 |      29       0       0        0       0       0       0       0       0      53       0          0        0 |      82 |       99 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/hod_job.jsp
      87       2 |      17        1 |       0       9 |       0       0 |       0      21 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       6      13 |       0       0 |       0       0 |       0       0 |       9       0      21        0       0       0       0       0       0      19       0          0        0 |      49 |       68 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/event.jsp
      69       4 |      18        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      10      34 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      44       0          0        0 |      44 |       47 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/event_viewer_data.jsp
      65       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1      34 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      35       0          0        0 |      35 |       48 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/sql_client.jsp
     350      54 |      19        0 |       0      61 |       0       0 |       0       4 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       4      22 |       0       0 |       0       0 |       0       0 |      61       0       4        0       0       0       0       0       0      26       0          0        0 |      91 |      277 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/heatmap_datanode.jsp
      49       0 |      17        0 |       0       3 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       4      19 |       0       0 |       0       0 |       0       0 |       3       0       0        0       0       0       0       0       0      23       0          0        0 |      26 |       32 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/cluster_selector.jsp
      27       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1       6 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0       7       0          0        0 |       7 |       10 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/session.jsp
      37       0 |      17        0 |       0       4 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1      12 |       0       0 |       0       0 |       0       0 |       4       0       0        0       0       0       0       0       0      13       0          0        0 |      17 |       20 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/time.jsp
      66       2 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       2      42 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      44       0          0        0 |      44 |       47 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/swimlanes-static.jsp
      70       2 |      17        0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      14      25 |       0       0 |       0       0 |       0       0 |       7       0       0        0       0       0       0       0       0      39       0          0        0 |      46 |       51 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/event2_viewer.jsp
     222       1 |      17        0 |       0      10 |       0       0 |       0       8 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      17     144 |       0       0 |       0       0 |       0       0 |      10       0       8        0       0       0       0       0       0     161       0          0        0 |     179 |      204 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/job_viewer.jsp
     160       2 |      17        0 |       0      35 |       0       0 |       0      54 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       9      25 |       0       0 |       0       0 |       0       0 |      35       0      54        0       0       0       0       0       0      34       0          0        0 |     123 |      141 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/time_slider.jsp
     102       3 |      26        0 |       0       4 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      14      44 |       0       0 |       0       0 |       0       0 |       4       0       0        0       0       0       0       0       0      58       0          0        0 |      62 |       73 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/events-xml.jsp
      32       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       2      11 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      13       0          0        0 |      13 |       15 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/get_data_source.jsp
      67       2 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       2      43 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      45       0          0        0 |      45 |       48 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/heatmap-static.jsp
      68       0 |      34        0 |       0       8 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       4      20 |       0       0 |       0       0 |       0       0 |       8       0       0        0       0       0       0       0       0      24       0          0        0 |      32 |       34 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/host_selector_user.jsp
     104      16 |      24        2 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      13      43 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      56       0          0        0 |      56 |       64 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/get_db_data.jsp
     261       0 |      17        0 |       0       1 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      37     154 |       0       0 |       0       0 |       0       0 |       1       0       0        0       0       0       0       0       0     191       0          0        0 |     192 |      244 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/single-series-chart-javascript.jsp
     302      36 |      25        0 |       0       4 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      22     132 |       0       0 |       0       0 |       0       0 |       4       0       0        0       0       0       0       0       0     154       0          0        0 |     158 |      241 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/swimlanes-event-data-js.jsp
      67       2 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       6      41 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      47       0          0        0 |      47 |       48 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/table.jsp
     148      13 |      55        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       9      52 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      61       0          0        0 |      61 |       80 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/chart.jsp
      23       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1       4 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0       5       0          0        0 |       5 |        6 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/debug.jsp
      43       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1      23 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      24       0          0        0 |      24 |       26 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/host_selector.jsp
      22       0 |      17        0 |       0       1 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       5 |       0       0 |       0       0 |       0       0 |       1       0       0        0       0       0       0       0       0       5       0          0        0 |       6 |        5 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/swimlanes_viewer.jsp
      69       3 |      17        0 |       0      13 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |      13       0       0        0       0       0       0       0       0       0       0          0        0 |      13 |       49 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/hadoop_activity.jsp
     126       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      17      76 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      93       0          0        0 |      93 |      109 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/jobs_viewer.jsp
      27       0 |      17        0 |       0       2 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       8 |       0       0 |       0       0 |       0       0 |       2       0       0        0       0       0       0       0       0       8       0          0        0 |      10 |       10 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/event_viewer.jsp
     183       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      18     129 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0     147       0          0        0 |     147 |      166 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/util.jsp
      50       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       3      25 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      28       0          0        0 |      28 |       33 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/get_user_list.jsp
      25       1 |      17        0 |       0       2 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       6 |       0       0 |       0       0 |       0       0 |       2       0       0        0       0       0       0       0       0       6       0          0        0 |       8 |        7 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/time_slider_wrapper.jsp
      92       0 |      18        0 |       0      14 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       9      49 |       0       0 |       0       0 |       0       0 |      14       0       0        0       0       0       0       0       0      58       0          0        0 |      72 |       74 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/host_selector_role.jsp
      70      11 |      17        0 |       0      50 |       0       0 |       0       2 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       2 |       0       0 |       0       0 |       0       0 |      50       0       2        0       0       0       0       0       0       2       0          0        0 |      54 |       42 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/swimlanes.jsp
     128       1 |      30        0 |       0      64 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1       8 |       0       0 |       0       0 |       0       0 |      64       0       0        0       0       0       0       0       0       9       0          0        0 |      73 |       97 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/workspace/manage_view.jsp
     107       0 |      17        0 |       0      19 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      13      43 |       0       0 |       0       0 |       0       0 |      19       0       0        0       0       0       0       0       0      56       0          0        0 |      75 |       90 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/workspace/time_iphone.jsp
      67       0 |      17        0 |       0      15 |       0       0 |       0       3 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       2       7 |       0       0 |       0       0 |       0       0 |      15       0       3        0       0       0       0       0       0       9       0          0        0 |      27 |       50 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/event_viewer_helper.jsp
     251      31 |      40        1 |       0       1 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      57      95 |       0       0 |       0       0 |       0       0 |       1       0       0        0       0       0       0       0       0     152       0          0        0 |     153 |      180 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/heatmap-datanode-data-js.jsp
      27       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       1       8 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0       9       0          0        0 |       9 |       10 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/get_timezone_list.jsp
      41       0 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       3      14 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      17       0          0        0 |      17 |       24 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/permlink.jsp
      29       0 |       1        0 |       0      19 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |      19       0       0        0       0       0       0       0       0       0       0          0        0 |      19 |       28 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/help.jsp
      83       0 |      17        0 |       0      11 |       0       0 |       0       5 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       8      25 |       0       0 |       0       0 |       0       0 |      11       0       5        0       0       0       0       0       0      33       0          0        0 |      49 |       66 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/table_viewer.jsp
     109       2 |      17        0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      15      63 |       0       0 |       0       0 |       0       0 |       0       0       0        0       0       0       0       0       0      78       0          0        0 |      78 |       90 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/query.jsp
     194      18 |     118        0 |       0      14 |       0       0 |       0      16 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       2      10 |       0       0 |       0       0 |       0       0 |      14       0      16        0       0       0       0       0       0      12       0          0        0 |      42 |       58 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/jsp/image-viewer.jsp
      17       2 |      14        0 |       0       1 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       1       0       0        0       0       0       0       0       0       0       0          0        0 |       1 |        1 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/welcome.html
     251       8 |      27        1 |       0     168 |       0       0 |       0      18 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       5      39 |       0       0 |       0       0 |       0       0 |     168       0      18        0       0       0       0       0       0      44       0          0        0 |     230 |      216 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/index.jsp
     176       5 |      21        0 |       0      38 |       0       0 |       0       7 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0      10      67 |       0       0 |       0       0 |       0       0 |      38       0       7        0       0       0       0       0       0      77       0          0        0 |     122 |      150 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/iphone.jsp
     192      19 |      82        0 |       0       0 |       0      72 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      72       0        0       0       0       0       0       0       0       0          0        0 |      72 |       91 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/WEB-INF/jetty.xml
      64       9 |       0        0 |       0       0 |       0      36 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      36       0        0       0       0       0       0       0       0       0          0        0 |      36 |       55 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/build/chukwa/WEB-INF/web.xml
      36       7 |      15        0 |       0       0 |       0      10 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      10       0        0       0       0       0       0       0       0       0          0        0 |      10 |       14 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/conf/chukwa-common.xml
      74      15 |      27        0 |       0       0 |       0      24 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      24       0        0       0       0       0       0       0       0       0          0        0 |      24 |       32 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/conf/chukwa-collector-conf.xml
    2043     350 |      47        0 |       0       0 |       0    1470 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0    1470       0        0       0       0       0       0       0       0       0          0        0 |    1470 |     1646 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/conf/mdl.xml
     220      42 |      22        0 |       0       0 |       0     121 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0     121       0        0       0       0       0       0       0       0       0          0        0 |     121 |      156 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/conf/chukwa-demux-conf.xml
      78      14 |      15        0 |       0       0 |       0      38 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      38       0        0       0       0       0       0       0       0       0          0        0 |      38 |       49 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/conf/chukwa-agent-conf.xml
     169       6 |      37        0 |       0       0 |       0      45 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      45       0        0       0       0       0       0       0       0       0          0        0 |      45 |      126 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/ivy.xml
      33       6 |      14        0 |       0       5 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       5       0       0        0       0       0       0       0       0       0       0          0        0 |       5 |       13 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/overview.html
      73      19 |      14        0 |       0      36 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |      36       0       0        0       0       0       0       0       0       0       0          0        0 |      36 |       40 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/releasenotes.html
     263      44 |      16        0 |       0       0 |       0     103 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0     103       0        0       0       0       0       0       0       0       0          0        0 |     103 |      203 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/programming.xml
     188      14 |      14        0 |       0       0 |       0      87 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      87       0        0       0       0       0       0       0       0       0          0        0 |      87 |      160 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/design.xml
     129      13 |      14        0 |       0       0 |       0      96 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      96       0        0       0       0       0       0       0       0       0          0        0 |      96 |      102 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/dataflow.xml
      37       4 |      23        0 |       0       0 |       0       5 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0       5       0        0       0       0       0       0       0       0       0          0        0 |       5 |       10 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/tabs.xml
      70       7 |      33        0 |       0       0 |       0      24 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      24       0        0       0       0       0       0       0       0       0          0        0 |      24 |       30 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/site.xml
     512      78 |      91        0 |       0       0 |       0     211 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0     211       0        0       0       0       0       0       0       0       0          0        0 |     211 |      343 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/admin.xml
     482      81 |      14        0 |       0       0 |       0     267 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0     267       0        0       0       0       0       0       0       0       0          0        0 |     267 |      387 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/v0.1.2/admin.xml
      36       4 |      14        0 |       0       0 |       0      10 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      10       0        0       0       0       0       0       0       0       0          0        0 |      10 |       18 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/v0.1.2/index.xml
     132      14 |      14        0 |       0       0 |       0      46 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      46       0        0       0       0       0       0       0       0       0          0        0 |      46 |      104 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/collector.xml
     195      37 |      14        0 |       0       0 |       0     119 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0     119       0        0       0       0       0       0       0       0       0          0        0 |     119 |      144 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/agent.xml
      60       4 |      14        0 |       0       0 |       0      18 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0      18       0        0       0       0       0       0       0       0       0          0        0 |      18 |       42 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/index.xml
      31       4 |      14        0 |       0       0 |       0       8 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0       8       0        0       0       0       0       0       0       0       0          0        0 |       8 |       13 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/xdocs/quickstart.xml
      41       3 |      26        0 |       0       0 |       0       6 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0 |       0       0       0 |       0       0       0 |       0       0 |       0       0 |       0       0 |       0       6       0        0       0       0       0       0       0       0       0          0        0 |       6 |       12 | CODE  /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.4.0/src/docs/src/documentation/content/locationmap.xml
