                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2015 University of Southern California                    

                              SLOC COUNT RESULTS FOR ALL SOURCE FILES                              
                               Generated by UCC v.2015.12 on 2 4 2017                               
UCC -nocomplex -nolinks -nodup -ascii -unified -outdir /home/cs578user/Desktop/ArchRecOut/chukwa/chukwa-0._RELAX_java_2017-02-04_12_35_31_932/chukwa-0.6.0.UCC -dir /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0

                               RESULTS FOR ALL NON-WEB LANGUAGE FILES                               

   Total   Blank |      Comments    | Compiler  Data   Exec.  | Logical Physical | File  Module
   Lines   Lines |   Whole Embedded | Direct.   Decl.  Instr. |   SLOC    SLOC   | Type  Name
-----------------+------------------+-------------------------+------------------+---------------------------
      45       9 |      17        0 |       3       2       9 |      14       19 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/ChukwaSearchResult.java
      24       2 |      17        0 |       1       2       1 |       4        5 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/Token.java
      27       4 |      17        0 |       2       1       1 |       4        6 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/SearchService.java
      63       9 |      26        0 |       4       3      13 |      20       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/RecordUtil.java
     286      25 |      20        0 |       1      30     146 |     177      241 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/ChukwaRecordKey.java
      49      12 |      21        0 |       1      13       1 |      15       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/Record.java
      44       7 |      17        0 |       6       2       8 |      16       20 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/ChukwaSearchService.java
     380      26 |      20        0 |       1      55     187 |     243      334 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/ChukwaRecordJT.java
     100      15 |      17        0 |       6       9      34 |      49       68 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/ChukwaRecord.java
      33       7 |      17        0 |       3       2       1 |       6        9 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/DataSource.java
      89      11 |      17        0 |       9       9      28 |      46       61 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/DsDirectory.java
     491      60 |      48        5 |      24      38     200 |     262      383 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/record/ChukwaRecordDataSource.java
     135      22 |      23        1 |      15      13      41 |      69       90 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/record/RecordDS.java
     145      22 |      38        2 |       9       9      45 |      63       85 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/record/ChukwaFileParser.java
     145      23 |      20        1 |      12       7      51 |      70      102 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/record/ChukwaSequenceFileParser.java
      37       5 |      17        0 |       4       7       3 |      14       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/record/ChukwaDSInternalResult.java
      47      10 |      20        0 |       2       1       9 |      12       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/record/MalformedFileFormat.java
     153      15 |      21        1 |      19      14      58 |      91      117 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/database/DatabaseDS.java
      62       9 |      20        0 |       4       3      17 |      24       33 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/DataSourceFactory.java
      44       9 |      20        0 |       1       1       8 |      10       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/engine/datasource/DataSourceException.java
      73      14 |      22        0 |       1      34       1 |      36       37 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/CHUKWA_CONSTANT.java
     224      32 |      29        0 |      22      13      87 |     122      163 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/MoveOrMergeRecordFile.java
     269      42 |      45       10 |      28      21      86 |     135      182 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/HourlyChukwaRecordRolling.java
      50       6 |      17        0 |       6       3       9 |      18       27 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/ChukwaOutputCollector.java
      75      12 |      17        0 |       3      10      22 |      35       46 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/Util.java
      44       9 |      20        0 |       1       1       8 |      10       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/reducer/UnknownReduceTypeException.java
      80      14 |      31        1 |       3       2      18 |      23       35 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/reducer/ReduceProcessorFactory.java
      33       5 |      17        0 |       6       2       1 |       9       11 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/reducer/ReduceProcessor.java
      44       9 |      20        0 |       1       1       8 |      10       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/reducer/DuplicateReduceProcessorException.java
      91      13 |      22        0 |      10       9      25 |      44       56 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/reducer/MRJobReduceProcessor.java
      82      10 |      17        0 |       9       3      30 |      42       55 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/reducer/JobLogHistoryReduceProcessor.java
      48       6 |      18        0 |       7       0       8 |      15       24 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/reducer/IdentityReducer.java
      80      10 |      20        1 |       9       5      24 |      38       50 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/reducer/ClientTrace.java
     154      15 |      18        0 |       8       6      72 |      86      121 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/reducer/SystemMetrics.java
     102      10 |      17        0 |      17       7      31 |      55       75 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/ZookeeperProcessor.java
     160      15 |      18        0 |      17      10      76 |     103      127 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/DatanodeProcessor.java
      60       5 |      17        0 |       8       5      17 |      30       38 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/JPluginMapper.java
      44       9 |      20        0 |       1       1       8 |      10       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/UnknownRecordTypeException.java
     165      14 |      20        0 |      17      10      77 |     104      131 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/JobTrackerProcessor.java
     176      18 |      34        0 |      17      13      58 |      88      124 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/HadoopMetricsProcessor.java
      45       4 |      17        0 |       7       1       8 |      16       24 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/DefaultProcessor.java
      91      12 |      18        0 |      12       7      23 |      42       61 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/HadoopLogProcessor.java
     121      22 |      19        0 |      12      13      37 |      62       80 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/YWatch.java
     172      29 |      28        1 |      11      14      68 |      93      115 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/Sar.java
      32       3 |      17        0 |       4       1       0 |       5       12 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/ChukwaMetricsProcessor.java
      93      11 |      18        0 |      10      10      30 |      50       64 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/Torque.java
      64       9 |      17        0 |       4       8      18 |      30       38 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/LogEntry.java
     146      17 |      22        0 |      11      14      54 |      79      107 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/Iostat.java
      51       7 |      17        0 |       7       2      11 |      20       27 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/DebugOutputProcessor.java
      44       9 |      20        0 |       1       1       8 |      10       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/DFInvalidRecord.java
     198      34 |      30        0 |      10      21      80 |     111      134 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/PbsNodes.java
     152      11 |      19        0 |      22      12      66 |     100      122 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/JobConfProcessor.java
      84      11 |      17        0 |      11       2      29 |      42       56 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/ChunkSaver.java
     408      48 |     158        0 |      13      16     132 |     161      202 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/JobLogHistoryProcessor.java
     171      18 |      21        0 |      14      14      74 |     102      132 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/Top.java
      44       9 |      20        0 |       1       1       8 |      10       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/PbsInvalidEntry.java
      85      10 |      17        0 |      18       7      16 |      41       58 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/HBaseRegionServerProcessor.java
     152      12 |      19        0 |      14      13      62 |      89      121 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/ClientTraceProcessor.java
     121      17 |      22        0 |      14      11      36 |      61       82 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/JobSummary.java
     185      22 |      53        0 |      18      12      49 |      79      110 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/TsProcessor.java
      32       4 |      17        0 |       7       1       1 |       9       11 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/MapProcessor.java
     118      18 |      21        1 |      11      11      34 |      56       79 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/Df.java
     388      47 |     154        0 |      11      16     122 |     149      187 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/Log4jJobHistoryProcessor.java
      90      14 |      20        0 |       8       9      24 |      41       56 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/Log4JMetricsContextProcessor.java
      33       5 |      17        0 |       6       2       1 |       9       11 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/ChunkProcessor.java
     365      44 |      65        0 |      13      34     124 |     171      256 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/JobLog.java
      80      11 |      29        1 |       3       3      18 |      24       40 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/ProcessorFactory.java
     144      19 |      28        0 |      12      12      49 |      73       97 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/Ps.java
     106      12 |      18        0 |      19      11      27 |      57       76 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/HBaseMasterProcessor.java
      43       8 |      20        0 |       1       1       8 |      10       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/YwatchInvalidEntry.java
     216      12 |      22        0 |      13      32     111 |     156      182 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/SystemMetrics.java
      55       8 |      19        1 |       3       2      13 |      18       28 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/MapProcessorFactory.java
     190      20 |      20        0 |      17      10      95 |     122      150 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/NamenodeProcessor.java
     145      27 |      17        0 |      11      11      54 |      76      101 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/AbstractProcessor.java
      88      13 |      17        0 |      12       8      26 |      46       58 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/SysLog.java
      44       9 |      20        0 |       1       1       8 |      10       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/processor/mapper/DuplicateProcessorException.java
      51       7 |      23        0 |       8       2       3 |      13       21 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/ChukwaRecordOutputFormat.java
      26       4 |      17        0 |       2       1       1 |       4        5 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/TaggerPlugin.java
     135      15 |      25        1 |      11       8      50 |      69       95 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/RecordMerger.java
     308      50 |      40        7 |      29      21     113 |     163      218 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/DailyChukwaRecordRolling.java
     283      48 |      23        2 |      21      29     116 |     166      212 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/PostProcessorManager.java
     510      79 |     123        5 |      17      40     173 |     230      308 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/DemuxManager.java
     253      35 |      18        0 |      39      17      88 |     144      200 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/Demux.java
     305      40 |      38        0 |      16      26     121 |     163      227 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/MoveToRepository.java
      55       9 |      17        0 |       7       2       8 |      17       29 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/demux/ChukwaRecordPartitioner.java
     147      21 |      31        0 |      21       5      51 |      77       95 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/ChukwaArchiveBuilder.java
      44       7 |      17        0 |       6       1       6 |      13       20 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/ChukwaArchiveDailyOutputFormat.java
      42       8 |      17        0 |       6       0       5 |      11       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/ChukwaArchiveDailyPartitioner.java
     183      23 |      46        3 |       8      13      64 |      85      114 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/SinkArchiver.java
      42       8 |      17        0 |       6       0       5 |      11       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/ChukwaArchiveHourlyPartitioner.java
      68      11 |      17        0 |      11       4      12 |      27       40 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/ChukwaArchiveDataTypeOutputFormat.java
      43       6 |      17        0 |       6       1       6 |      13       20 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/ChukwaArchiveHourlyOutputFormat.java
      34       6 |      17        0 |       4       0       3 |       7       11 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/ChukwaArchiveStreamNameOutputFormat.java
     282      56 |      29        1 |      13      33     111 |     157      197 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/ChukwaArchiveManager.java
      54       8 |      17        0 |       7       2       8 |      17       29 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/ChukwaArchiveDataTypePartitioner.java
      39       7 |      17        0 |       5       0       4 |       9       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/extraction/archive/ChukwaArchiveStreamNamePartitioner.java
     126      22 |      80        0 |       4      18       1 |      23       24 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/Chunk.java
     147      24 |      18        1 |      13      10      51 |      74      105 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/tools/backfilling/QueueToWriterConnector.java
     109      18 |      22        0 |      12      14      35 |      61       69 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/tools/backfilling/BackfillingLoader.java
     295      25 |     173        6 |       3       5      57 |      65       97 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/RegexUtil.java
     243      40 |      27        2 |      14      16     106 |     136      176 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/DumpChunks.java
      33       4 |      17        0 |       3       0       7 |      10       12 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/ExceptionUtil.java
     153      24 |      30        3 |       7      16      56 |      79       99 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/ConstRateAdaptor.java
      67       9 |      22        0 |       6       4      16 |      26       36 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/RestUtil.java
      89      17 |      17        1 |       6       6      27 |      39       55 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/MaxRateSender.java
      78      10 |      25        1 |       3       9      20 |      32       43 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/ClusterConfig.java
     128      21 |      18        1 |      11       5      55 |      71       89 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/TempFileUtil.java
      75       8 |      17        0 |       5       6      23 |      34       50 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/DriverManagerUtil.java
     158      23 |      18        1 |      10      14      64 |      88      117 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/Filter.java
      42       5 |      17        0 |       1       1      12 |      14       20 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/DaemonWatcher.java
     129      11 |      34        0 |      15       6      35 |      56       84 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/ClassUtils.java
     188      12 |      36        0 |      10       9      83 |     102      140 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/DatabaseWriter.java
     101      10 |      23        4 |      10      13      30 |      53       68 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/CopySequenceFile.java
      46       7 |      17        0 |       3       1      14 |      18       22 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/AdaptorNamingUtils.java
     107       7 |      69        1 |       1       8       9 |      18       31 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/RecordConstants.java
     141      15 |      18        0 |       6      15      62 |      83      108 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/PidFile.java
      92       9 |      18        0 |       9       8      30 |      47       65 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/XssFilter.java
      77      13 |      20        0 |       8       3      23 |      34       44 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/ChukwaUtil.java
     134      15 |      31        0 |      13       8      48 |      69       88 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/DumpArchive.java
      69      11 |      22        0 |      10       2      18 |      30       36 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/DumpRecord.java
     311      53 |      24        6 |      17      23     135 |     175      234 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/ConstRateValidator.java
      39       4 |      17        0 |       3       5       6 |      14       18 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/NagiosHelper.java
     179      25 |      24        0 |      20       6      79 |     105      130 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/CreateRecordFile.java
     174      10 |      73        0 |      11       6      49 |      66       91 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/util/HierarchyDataType.java
     285      50 |      46        4 |      10      19     114 |     143      189 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/ChunkImpl.java
      45       7 |      22        0 |       1       2       9 |      12       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datatrigger/TriggerEvent.java
     252      31 |      68        0 |      15      18      70 |     103      153 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datatrigger/HttpTriggerAction.java
      30       4 |      17        0 |       5       1       1 |       7        9 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datatrigger/TriggerAction.java
