                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2015 University of Southern California                    

                              SLOC COUNT RESULTS FOR ALL SOURCE FILES                              
                               Generated by UCC v.2015.12 on 2 4 2017                               
UCC -nocomplex -nolinks -nodup -ascii -unified -outdir /home/cs578user/Desktop/ArchRecOut/chukwa/chukwa-0._RELAX_java_2017-02-04_12_35_31_932/chukwa-0.6.0.UCC -dir /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0

                               RESULTS FOR ALL NON-WEB LANGUAGE FILES                               

   Total   Blank |      Comments    | Compiler  Data   Exec.  | Logical Physical | File  Module
   Lines   Lines |   Whole Embedded | Direct.   Decl.  Instr. |   SLOC    SLOC   | Type  Name
-----------------+------------------+-------------------------+------------------+---------------------------
      77      17 |      17        0 |       5       2      27 |      34       43 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/conf/ChukwaConfiguration.java
      96      14 |      17        0 |       6      11      33 |      50       65 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/mdl/LoaderServer.java
     107      14 |      21        0 |      10       8      36 |      54       72 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/mdl/DataConfig.java
     112      16 |      28        2 |       6       5      41 |      52       68 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/mdl/TorqueDataLoader.java
      61      10 |      17        0 |       6       4      17 |      27       34 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/mdl/ErStreamHandler.java
     473      66 |      21        7 |      18      83     205 |     306      386 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/mdl/TorqueInfoProcessor.java
      51      10 |      19        0 |       4       4      10 |      18       22 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/mdl/TorqueTimerTask.java
      80       7 |      20        0 |       6      10      20 |      36       53 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/log4j/TaskLogAppender.java
      69      12 |      17        0 |       3       5      24 |      32       40 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/log4j/OneLineLogLayout.java
     740     117 |     196        2 |      23      54     227 |     304      427 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/log4j/ChukwaDailyRollingFileAppender.java
      91      10 |      18        0 |       9      13      28 |      50       63 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/log4j/Log4jMetricsSink.java
     141      12 |      39        0 |      13      12      45 |      70       90 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/log4j/Log4JMetricsContext.java
     109      11 |      18        0 |       9       6      47 |      62       80 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/hdfsusage/HDFSUsagePlugin.java
      69      13 |      17        0 |       4       4      20 |      28       39 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/hdfsusage/HDFSUsageMetrics.java
      27       3 |      17        0 |       2       0       3 |       5        7 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/hdfsusage/HDFSUsageMetricsList.java
      38       4 |      17        0 |       1       2       9 |      12       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/hdfsusage/Employee.java
      23       2 |      17        0 |       1       0       2 |       3        4 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/hdfsusage/OrgChart.java
     104      18 |      17        0 |      13       4      38 |      55       69 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/jplugin/ChukwaMetricsList.java
      26       2 |      17        0 |       1       2       3 |       6        7 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/jplugin/JPlugin.java
     105      14 |      17        0 |      12       6      36 |      54       74 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/jplugin/GenericChukwaMetricsList.java
     130      15 |      17        0 |       8       8      49 |      65       98 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/jplugin/JPluginAgent.java
      26       3 |      17        0 |       2       2       1 |       5        6 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/jplugin/ChukwaMetrics.java
      35       4 |      17        0 |       1       1       9 |      11       14 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/jplugin/JPluginStatusMetricsList.java
     143      19 |      28        4 |       9      12      44 |      65       96 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/ChukwaInputFormat.java
     102      20 |      17        0 |       5       8      36 |      49       65 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/plugin/nodeactivity/NodeActivityPlugin.java
      81       7 |      17        0 |       8       6      28 |      42       57 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/plugin/metrics/Exec.java
      41       5 |      17        0 |       4       2       9 |      15       19 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/plugin/metrics/ExecHelper.java
      56       7 |      17        0 |       7       4      13 |      24       32 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/plugin/pbsnode/PbsNodePlugin.java
      26       4 |      17        0 |       2       0       2 |       4        5 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/plugin/IPlugin.java
     146      23 |      27        1 |       6       9      59 |      74       96 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/inputtools/plugin/ExecPlugin.java
     202      29 |      36        6 |      12      13      76 |     101      137 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/TaskTrackerClientTraceMapper.java
     410      52 |      56       12 |      10      14     159 |     183      302 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/JobHistoryTaskDataMapper.java
     216      28 |      35        6 |      11      15      86 |     112      153 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/DataNodeClientTraceMapper.java
      33       2 |      17        0 |       1       8       8 |      17       14 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/HDFSState.java
      36       2 |      17        0 |       1      10       8 |      19       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/MapRedState.java
     295      49 |      45        4 |       8      29     156 |     193      201 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMIntermedEntry.java
     471      70 |      73        3 |      14      54     180 |     248      328 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMBuilder.java
      31       2 |      17        0 |       1       6       8 |      15       12 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/StateType.java
      39       6 |      18        0 |       4       0       4 |       8       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMIntermedEntryPartitioner.java
      68      10 |      21        0 |       2       4      18 |      24       37 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/ParseUtilities.java
      31       2 |      17        0 |       1       6       8 |      15       12 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/fsm/FSMType.java
     906     121 |     125        3 |      28      84     417 |     529      660 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/visualization/Swimlanes.java
     774     105 |      97        2 |      22     117     328 |     467      572 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/analysis/salsa/visualization/Heatmap.java
     128       8 |      17        0 |      10      17      47 |      74      103 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/database/DataExpiration.java
     147      10 |      17        0 |      12      16      59 |      87      120 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/database/TableCreator.java
     161      19 |      33        4 |      12      14      62 |      88      109 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/database/MetricsAggregation.java
     306       9 |      17        0 |      12      43     168 |     223      280 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/database/Macro.java
     149      11 |      17        1 |      12      23      58 |      93      121 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/database/Aggregator.java
     285      26 |      25        0 |       6      42     141 |     189      234 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/database/DatabaseConfig.java
     378      29 |      20        0 |       1      44     205 |     250      329 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/ChukwaArchiveKey.java
      48       9 |      24        0 |       1      12       1 |      14       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/connector/Connector.java
      86      15 |      17        1 |       4       3      33 |      40       54 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/connector/ChunkCatcherConnector.java
     222      34 |      37        5 |      16      19      84 |     119      151 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/connector/http/HttpConnector.java
     152      18 |      28        2 |      17      15      54 |      86      106 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/connector/PipelineConnector.java
      67      13 |      18        1 |       7       2      15 |      24       36 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/WaitingQueue.java
      43       9 |      17        0 |       5       1       7 |      13       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/metrics/ChunkQueueActivityMBean.java
      81      16 |      22        0 |      10       8      14 |      32       43 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/metrics/ChunkQueueMetrics.java
      43       9 |      17        0 |       5       1       7 |      13       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/metrics/AgentActivityMBean.java
      74      12 |      22        0 |       9       7      15 |      31       40 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/metrics/AgentMetrics.java
      99      17 |      32        0 |       6       6      20 |      32       50 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/AdaptorManager.java
     136      11 |      35        2 |       9      11      46 |      66       90 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/NonBlockingMemLimitQueue.java
     147      19 |      28        6 |       9      14      52 |      75      100 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/AdaptorResetThread.java
      76       6 |      33        0 |       3       2      17 |      22       37 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/AdaptorFactory.java
     135      12 |      33        2 |       9      10      48 |      67       90 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/MemLimitQueue.java
     802     107 |     133       23 |      43      44     323 |     410      562 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/ChukwaAgent.java
     310      29 |      46        4 |      13      16     148 |     177      235 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/AgentControlSocketListener.java
      82      13 |      17        0 |       6       5      22 |      33       52 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/rest/AdaptorConfig.java
      57       7 |      17        0 |       7       3      12 |      22       33 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/rest/AdaptorList.java
      50       7 |      20        0 |       7       2       8 |      17       23 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/rest/ContextProvider.java
     235      23 |      76        0 |      29       8      72 |     109      136 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/rest/AdaptorController.java
      40       5 |      17        0 |       6       1       5 |      12       18 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/rest/AdaptorInfo.java
      86       8 |      21        0 |       3      13      39 |      55       57 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/rest/Examples.java
      58       8 |      17        0 |       5       2      15 |      22       33 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/agent/rest/AdaptorAveragedRate.java
      45       7 |      27        0 |       5       3       1 |       9       11 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/sender/ChukwaSender.java
      45      11 |      17        0 |       5       1       7 |      13       17 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/sender/metrics/HttpSenderActivityMBean.java
      78      14 |      22        0 |       8       8      15 |      31       42 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/sender/metrics/HttpSenderMetrics.java
     328      40 |      62        5 |      16      25     132 |     173      226 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/sender/AsyncAckSender.java
     403      47 |      90        6 |      30      32     138 |     200      266 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/sender/ChukwaHttpSender.java
     171      18 |      44        1 |       4      13      60 |      77      109 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/sender/RetryListOfCollectors.java
     236      33 |      41        1 |      11      20      95 |     126      162 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/localfs/LocalToRemoteHdfsMover.java
     376      58 |      61        3 |      24      40     130 |     194      257 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/localfs/LocalWriter.java
     100      17 |      28        1 |       2      11      26 |      39       55 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/ClientAck.java
      83      13 |      48        0 |       5       5       8 |      18       22 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/ChukwaWriter.java
      43       8 |      20        0 |       1       1       8 |      10       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/WriterException.java
     140      18 |      35        2 |       8       3      49 |      60       87 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/PipelineStageWriter.java
      39       7 |      17        1 |       3       1       7 |      11       15 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/PipelineableWriter.java
     413      66 |      61        2 |      21      47     152 |     220      286 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/SeqFileWriter.java
      90      12 |      25        0 |       6       2      30 |      38       53 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/InMemoryWriter.java
      62       6 |      25        0 |       6       4      12 |      22       31 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/NullWriter.java
      48       8 |      17        0 |       2       2      10 |      14       23 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/hbase/Annotation.java
      73      13 |      17        0 |       7       7      21 |      35       43 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/hbase/OutputCollector.java
      79      18 |      26        0 |       3       0      14 |      17       35 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/hbase/Reporter.java
     269      24 |      30        2 |      32      19     113 |     164      215 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/hbase/HBaseWriter.java
     101      19 |      18        1 |       6      10      33 |      49       64 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/ConsoleWriter.java
      47       7 |      17        1 |       5       1      10 |      16       23 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/ExtractorWriter.java
     124      21 |      22        1 |       8       9      45 |      62       81 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/Dedup.java
      88       7 |      17        1 |      12      11      28 |      51       64 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/solr/SolrWriter.java
     295      29 |      59        6 |      13      17     125 |     155      207 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/writer/SocketTeeWriter.java
      51       6 |      36        0 |       3       3       1 |       7        9 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/ChunkQueue.java
     135      26 |      26        0 |      17       9      38 |      64       83 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/test/FilePerPostWriter.java
     111      17 |      20        0 |      13       5      44 |      62       74 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/test/FileTailerStressTest.java
      81      11 |      17        0 |       9       3      31 |      43       53 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/test/SinkFileValidator.java
      90      15 |      21        1 |       6       3      30 |      39       54 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/test/ConsoleOutConnector.java
     273      51 |      68        2 |       6      20      93 |     119      154 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/OffsetStatsManager.java
     186      23 |      36        1 |      14      16      70 |     100      127 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/collector/servlet/LogDisplayServlet.java
     220      33 |      25        1 |      16      27      85 |     128      162 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/collector/servlet/CommitCheckServlet.java
     291      51 |      26        1 |      25      18     118 |     161      214 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/collector/servlet/ServletCollector.java
     155      27 |      20        2 |       5      20      58 |      83      108 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/collector/servlet/ServletDiagnostics.java
     150      23 |      23        3 |      17       8      65 |      90      104 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/collector/CollectorStub.java
     597      54 |     124        7 |      19      47     224 |     290      419 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/controller/ChukwaAgentController.java
      43       7 |      17        0 |       2       1       9 |      12       19 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/controller/ClientFinalizer.java
      49       4 |      38        0 |       3       2       1 |       6        7 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/jms/JMSMessageTransformer.java
      52       7 |      22        0 |       6       2      10 |      18       23 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/jms/JMSTextMessageTransformer.java
     187      31 |      58        0 |       6      13      51 |      70       98 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/jms/JMSMessagePropertyTransformer.java
     334      43 |      78        2 |      21      14     111 |     146      213 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/jms/JMSAdaptor.java
      92      12 |      23        0 |       7       6      27 |      40       57 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/AbstractWrapper.java
      42       9 |      17        0 |       1       1       9 |      11       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/AdaptorException.java
     195      21 |      17        4 |      17      17      72 |     106      157 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/OozieAdaptor.java
      35       2 |      17        0 |       1       0      12 |      13       16 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/AdaptorShutdownPolicy.java
     135      16 |      18        0 |      12      14      49 |      75      101 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/RestAdaptor.java
      74      13 |      30        1 |       4       4      15 |      23       31 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/CharFileTailingAdaptorUTF8.java
     235      37 |      63        1 |      13      17      65 |      95      135 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/LWFTAdaptor.java
      95      12 |      34        3 |       5       6      24 |      35       49 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/CharFileTailingAdaptorUTF8NewLineEscaped.java
     234      24 |      40        3 |       6      12      97 |     115      170 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/FileTailingAdaptor.java
      61      10 |      22        1 |       4       4      13 |      21       29 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/FileTailingAdaptorPreserveLines.java
     188      22 |      36        4 |       9       9      79 |      97      130 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/RCheckFTAdaptor.java
      97      13 |      36        1 |       5      10      21 |      36       48 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/FileTailer.java
      73       7 |      19        2 |       3       5      23 |      31       47 | CODE /home/cs578user/Desktop/RecProjects/chukwa/chukwa-0.6.0/src/main/java/org/apache/hadoop/chukwa/datacollection/adaptor/filetailer/TerminatorThread.java
